,id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,sender,test
5153,543344519329353728,2014-12-12,10:00:02,GMT,441701613,KobenhavnPoliti,Fodpatruljer i Indre By skal sikre tryghed i nattelivet  http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/fodpatruljer-i-indre-by-skal-sikre-tryghed-i-nattelivet-1098441?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,3,6,13,,[],https://twitter.com/KobenhavnPoliti/status/543344519329353728/,Kbh,False
5154,543251039940407296,2014-12-11,03:48:35,GMT,441701613,KobenhavnPoliti,"2 gerningsmænd løb fra indbrud i frisør på Amager, men ikke hurtigt nok - de blev fanget af politiet - takket være vågent vidne.#politidk",2,2,22,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/543251039940407296/,Kbh,False
5155,543164370793291776,2014-12-11,22:04:12,GMT,441701613,KobenhavnPoliti,"Færdselsuheld Falkoner Alle / Jagtvej. 2 biler involveret. Ambulancer, brandvæsen og politi på vej. #politidk",0,1,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/543164370793291776/,Kbh,False
5156,543116140420288513,2014-12-11,18:52:33,GMT,441701613,KobenhavnPoliti,Pas på - vejene kan være glatte. Vejdirektoratet er begyndt at salte. Kør pænt og hold ekstra god afstand. #politidk,0,10,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/543116140420288513/,Kbh,False
5157,543032298271420416,2014-12-11,13:19:23,GMT,441701613,KobenhavnPoliti,"Hash for mindst 1.6 mil. beslaglagt og 3 fængslet. Se mere under ""Seneste nyt"" på  http://www.taskforcepusherstreet.dk  #politi.dk pic.twitter.com/gLZ87yVoPH",4,9,10,,['#politi'],https://twitter.com/KobenhavnPoliti/status/543032298271420416/,Kbh,False
5158,542749919506100224,2014-12-10,18:37:19,GMT,441701613,KobenhavnPoliti,Kolonihavehusejer ? Hold øje med eget og naboers hus. Mange indbrud i kolonihaver i øjeblikket.  #politidk,1,6,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542749919506100224/,Kbh,False
5159,542680658506948608,2014-12-10,14:02:06,GMT,441701613,KobenhavnPoliti,"Tricktyve på spil i Valby. Beskrevet som mænd, 25 og 50 år, alm bygning, iført sort tøj. Luk ikke personer du ikke kender ind. #politidk",1,3,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542680658506948608/,Kbh,False
5161,542588943867592704,2014-12-09,07:57:39,GMT,441701613,KobenhavnPoliti,Advarsel: Der er falske 20 kroner i omløb i København. Kig og føl godt efter. Falske ser meget slidte ud. #politidk pic.twitter.com/NMEwQWzDSX,4,56,16,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542588943867592704/,Kbh,False
5162,542555051219484672,2014-12-09,05:42:59,GMT,441701613,KobenhavnPoliti,Kraftig vind og regn her til morgen. Kør forsigtigt og tag hjemmefra i god tid. #politidk,3,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542555051219484672/,Kbh,False
5163,542541325225426944,2014-12-09,04:48:26,GMT,441701613,KobenhavnPoliti,Øresundsbroen varsler 22 ms fra syd. Hastigheden er nedsat til 50 km/t. Blæsten er kommet til byen. Kør forsigtigt #politidk,0,5,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542541325225426944/,Kbh,False
5164,542497603712065538,2014-12-09,01:54:42,GMT,441701613,KobenhavnPoliti,En pengefalsker forsøgte at veksle 10 & 20 kr i flere banker. Dansk mønt produceret i udlandet. Nu skal han veksle ord med dommeren#politidk,0,8,16,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542497603712065538/,Kbh,False
5165,542491513142255616,2014-12-09,01:30:30,GMT,441701613,KobenhavnPoliti,"4 fra Bulgarien har ""købt"" julegaver i København og vil sende dem hjem, men ingen var betalt. Nu skal de forklare dommeren #politidk",0,1,9,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542491513142255616/,Kbh,False
5166,542485341983477760,2014-12-09,01:05:59,GMT,441701613,KobenhavnPoliti,"Spritbilisterne skal ikke føle sig sikre på at ""liste den hjem"". Endnu en blev fanget i nattens København. Hvis du har mistanke - ring 114.",1,1,7,,[],https://twitter.com/KobenhavnPoliti/status/542485341983477760/,Kbh,False
5167,542183202669228033,2014-12-08,05:05:23,GMT,441701613,KobenhavnPoliti,"3 personer var voldelige overfor personalet i 7eleven. Nu kommer de ikke hjem og sove, for de skal forklare sig overfor politiet #politidk",0,2,24,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542183202669228033/,Kbh,False
5169,542092985023098880,2014-12-08,23:06:53,GMT,441701613,KobenhavnPoliti,Den 71 årige er fundet i en bus i god behold og fulgt til plejehjemmet. Må vi ha' lov til at sige tak for hjælpen #politidk,0,1,17,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542092985023098880/,Kbh,False
5170,542069228371996673,2014-12-08,21:32:29,GMT,441701613,KobenhavnPoliti,Juletid - alle har travlt - også lommetyvene. Hold godt øje med dine ting. Vær overdreven når du dækker for koden til Dankortet. # politidk,0,15,12,,[],https://twitter.com/KobenhavnPoliti/status/542069228371996673/,Kbh,False
5171,542060482371526657,2014-12-08,20:57:44,GMT,441701613,KobenhavnPoliti,"71 årig kvinde, 160-165 cm alm. bygning, halvlangt brunt pagehår. Intet om påklædning. Skizofren og hukommelsessvækket. Ring 114 #politidk",1,3,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542060482371526657/,Kbh,False
5172,542059152483553280,2014-12-08,20:52:27,GMT,441701613,KobenhavnPoliti,Gode observationer fra borger førte til pågribelse af 53'er efter kun få 100 meters kørsel. Stop spritkørsel #politidk,2,6,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/542059152483553280/,Kbh,False
5173,541733403033608193,2014-12-07,23:18:02,GMT,441701613,KobenhavnPoliti,Da der er risiko for isglatte veje i københavnsområdet er saltvognene kørt på gaden. Vis hensyn & kør forsigtigt. #politidk,0,4,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/541733403033608193/,Kbh,False
5174,541525224953769984,2014-12-07,09:30:49,GMT,441701613,KobenhavnPoliti,Lyskryds ved Jernbane Alle og Jyllingevej fungerer ikke efter hensigten. Vi har kaldt en tekniker. Tidshorisont ukendt. #dkpoliti,0,3,1,,['#dkpoliti'],https://twitter.com/KobenhavnPoliti/status/541525224953769984/,Kbh,False
5175,541378759526719488,2014-12-06,23:48:49,GMT,441701613,KobenhavnPoliti,"Der er rigtig glat i København, så kør forsigtigt!",0,9,5,,[],https://twitter.com/KobenhavnPoliti/status/541378759526719488/,Kbh,False
5176,541373631117664256,2014-12-06,23:28:26,GMT,441701613,KobenhavnPoliti,"Alvorligt færdselsuheld på Frederiksborgvej 159, en bil har påkørt 2 parkerede biler og et træ som knækkede og spærre vejen.",2,2,2,,[],https://twitter.com/KobenhavnPoliti/status/541373631117664256/,Kbh,False
5178,540958320354668544,2014-12-05,19:58:08,GMT,441701613,KobenhavnPoliti,"Københavns Politi kan kontaktes på telefon 114, hvis man har set noget af interesse for sagen. #politidk",0,1,1,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540958320354668544/,Kbh,False
5179,540957791813656577,2014-12-05,19:56:02,GMT,441701613,KobenhavnPoliti,"A: mand, høj, meget kraftige øjenbryn, B, mand, lav, maskeret, C: mand, lav, maskeret. Muligvis 4 gerningsmand i bilen. #politidk",0,0,1,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540957791813656577/,Kbh,False
5180,540939094613061632,2014-12-05,18:41:44,GMT,441701613,KobenhavnPoliti,Jyllingevej er nu åben for trafik.Kør forsigtigt derude.#politdk,0,2,1,,['#politdk'],https://twitter.com/KobenhavnPoliti/status/540939094613061632/,Kbh,False
5182,540874770959859713,2014-12-05,14:26:09,GMT,441701613,KobenhavnPoliti,"@KobenhavnPoliti: To hashpushere anholdt i Pusherstreet. Læs mere på  http://www.taskforcepusherstreet.dk  under ""Seneste nyt"". #politi.dk",3,4,6,,['#politi'],https://twitter.com/KobenhavnPoliti/status/540874770959859713/,Kbh,False
5184,540828607590191104,2014-12-05,11:22:42,GMT,441701613,KobenhavnPoliti,Der er rettelig tale om en gasventil der er sprunget læk. Tidshorisont på omkring 1 1/2 time til håndværkerne fra nu. #polti.dk,0,1,2,,['#polti'],https://twitter.com/KobenhavnPoliti/status/540828607590191104/,Kbh,False
5185,540826135769387009,2014-12-05,11:12:53,GMT,441701613,KobenhavnPoliti,Kolonihavehusejer ? Mange indbrud i øjeblikket. Anmeldes på  http://www.politi.dk . #politidk,0,1,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540826135769387009/,Kbh,False
5186,540825437166116864,2014-12-05,11:10:06,GMT,441701613,KobenhavnPoliti,Mange indbrud i kolonihavehuse p.t. Hvornår har du sidst checket dit ? Anmeldes på  http://www.politi.dk  . #politi.dk,1,2,2,,['#politi'],https://twitter.com/KobenhavnPoliti/status/540825437166116864/,Kbh,False
5187,540821153963843584,2014-12-05,10:53:05,GMT,441701613,KobenhavnPoliti,Gasledning gravet over på strækningen mellem Skøjtevej og Alleen på Amager. Trafikken ledes ad Skøjtevej. #politi.dk,0,2,1,,['#politi'],https://twitter.com/KobenhavnPoliti/status/540821153963843584/,Kbh,False
5189,540809113673150464,2014-12-05,10:05:15,GMT,441701613,KobenhavnPoliti,"5/6: Stoffet, der angiveligt fremkalder en meget langvarig rus med hallucinationer til følge, har medført dødsfald.",0,3,1,,[],https://twitter.com/KobenhavnPoliti/status/540809113673150464/,Kbh,False
5190,540809028243587072,2014-12-05,10:04:54,GMT,441701613,KobenhavnPoliti,"4/6: Stoffet er kendt under betegnelsen 25iNBome, der kan fås i varierende styrke, og til priser på helt ned til 10 kr. stykket.",0,3,2,,[],https://twitter.com/KobenhavnPoliti/status/540809028243587072/,Kbh,False
5191,540808584817573888,2014-12-05,10:03:09,GMT,441701613,KobenhavnPoliti,"3/6: Han blev anholdt af Specialsektionen i går aftes med mistanke om, at den sigtede har solgt til en større kreds af brugere",0,2,1,,[],https://twitter.com/KobenhavnPoliti/status/540808584817573888/,Kbh,False
5192,540808467209285633,2014-12-05,10:02:40,GMT,441701613,KobenhavnPoliti,2/6: Han fremstilles i dag i grundlovsforhør. Han sigtes for overtrædelse af straffelovens § 191 – den tunge narkotikaparagraf.,0,2,0,,[],https://twitter.com/KobenhavnPoliti/status/540808467209285633/,Kbh,False
5193,540808281502253056,2014-12-05,10:01:56,GMT,441701613,KobenhavnPoliti,"1/6: En 17-årig ung mand er blevet anholdt efter at have solgt psykedeliske stoffer – såkaldte ”MÆRKER"" #politidk pic.twitter.com/gmH1b5r1aM",0,5,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540808281502253056/,Kbh,False
5194,540795399607705601,2014-12-05,09:10:45,GMT,441701613,KobenhavnPoliti,"En af de store julefrokostdage. Giv den gas...bare ikke i bilen, lad den stå.",0,10,24,,[],https://twitter.com/KobenhavnPoliti/status/540795399607705601/,Kbh,False
5195,540685133733699584,2014-12-04,01:52:35,GMT,441701613,KobenhavnPoliti,"Graffiti på DSB’s toge er en rigtig dårlig fritidsbeskæftigelse. To mænd ser nu frem til et erstatningskrav, og en plet på straffeattesten.",2,1,16,,[],https://twitter.com/KobenhavnPoliti/status/540685133733699584/,Kbh,False
5196,540659718994546688,2014-12-04,00:11:36,GMT,441701613,KobenhavnPoliti,Tasketyv på spil ved Nørreport Station.  Kan være løbet mod metroen. Pas på jeres ejendele.,0,3,3,,[],https://twitter.com/KobenhavnPoliti/status/540659718994546688/,Kbh,False
5197,540592969775316992,2014-12-04,19:46:22,GMT,441701613,KobenhavnPoliti,Nyt forsøg på svindel. Tæppemand ringer og taler om lodtrækning. Spørger efter adr. Oplys intet. Det er falsk.. #politidk,1,20,9,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540592969775316992/,Kbh,False
5198,540591746590453760,2014-12-04,19:41:30,GMT,441701613,KobenhavnPoliti,Togtrafikken er genoptaget. Vi søgte efter en blodig kniv/skruetrækker men fandt den desværre ikke. Beklager forstyrrelsen,1,1,7,,[],https://twitter.com/KobenhavnPoliti/status/540591746590453760/,Kbh,False
5200,540482743189393408,2014-12-04,12:28:22,GMT,441701613,KobenhavnPoliti,Otte personer anholdt i sag om ”Hvide Bude” http://www.mynewsdesk.com/dk/koebenhavns-politi/pressreleases/otte-personer-anholdt-i-sag-om-hvide-bude-1094717?utm_campaign=send_list&utm_medium=email&utm_source=sendgrid …,0,3,4,,[],https://twitter.com/KobenhavnPoliti/status/540482743189393408/,Kbh,False
5201,540272710610583552,2014-12-03,22:33:46,GMT,441701613,KobenhavnPoliti,"Den 8-årige dreng, der tidligere onsdag blev efterlyst, er fundet i god behold og genforenet med familien. Tak for hjælpen. #politdk",1,3,9,,['#politdk'],https://twitter.com/KobenhavnPoliti/status/540272710610583552/,Kbh,False
5202,540238091697795072,2014-12-03,20:16:12,GMT,441701613,KobenhavnPoliti,2) drengen havde en grøn dynejakke og bar på en blå/hvid skoletaske. Han er sidst set skolen Hermodsgade. Kig efter ham på Nørre- & Østerbro,0,16,4,,[],https://twitter.com/KobenhavnPoliti/status/540238091697795072/,Kbh,False
5205,540169811029143552,2014-12-03,15:44:53,GMT,441701613,KobenhavnPoliti,Ambulanceeskorte på vej fra Frankrigsgade til RH Traume via Knippelsbro - 2 mc'er følger - giv venligst plads. #politidk,1,3,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540169811029143552/,Kbh,False
5206,540129061893586944,2014-12-03,13:02:58,GMT,441701613,KobenhavnPoliti,Gode observationer fra forurettede gjorde at 2 mænd kun kortvarigt havde succes som brugstyve. Ti minutter fra tyveri til de var anholdt.,0,1,9,,[],https://twitter.com/KobenhavnPoliti/status/540129061893586944/,Kbh,False
5207,540105284308713472,2014-12-03,11:28:29,GMT,441701613,KobenhavnPoliti,"Signalement falske betjente: A: mørk, 35år, 190 cm, sort frakke. B: lys, 35år, 180 cm, kraftig, blå dynejakke. C som B, 170 cm, brun jakke.",0,5,1,,[],https://twitter.com/KobenhavnPoliti/status/540105284308713472/,Kbh,False
5209,540052478109433856,2014-12-02,07:58:39,GMT,441701613,KobenhavnPoliti,Hjemmerøveri på Frb. Gerningsmand fanget af hundepatrulje. Nu afventer han møde med dommeren i dommervagten senere i dag. #politidk,0,2,12,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/540052478109433856/,Kbh,False
5210,539846816028979200,2014-12-02,18:21:25,GMT,441701613,KobenhavnPoliti,Grønningen har mistet belysningen da ledninger er faldet ned. Vi er på stedet og har bestilt el selskab til udbedring. Vis hensyn #politidk,0,2,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539846816028979200/,Kbh,False
5211,539800926320873472,2014-12-02,15:19:04,GMT,441701613,KobenhavnPoliti,Den 47 årige Patient er tilbage i god behold på Bispebjerg Hospital. Vi aflyser & tak for hjælpen - god aften til alle #politidk,0,2,8,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539800926320873472/,Kbh,False
5213,539689038639534080,2014-12-01,07:54:28,GMT,441701613,KobenhavnPoliti,"Indbrudskampagne: Lad lys og radio være tændt, når du ikke er hjemme. Brug evt. et tænd- og slukur.  #politidk",2,5,10,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539689038639534080/,Kbh,False
5215,539378782596259840,2014-12-01,11:21:37,GMT,441701613,KobenhavnPoliti,"Gothersgade er åben igen. Fodgænger ramt af bakkende varebil - umiddelbart ingen skader, men køres til kontrol. #politidk",0,0,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539378782596259840/,Kbh,False
5216,539376201820024832,2014-12-01,11:11:22,GMT,441701613,KobenhavnPoliti,Gothersgade spærret mellem Øster Farimagsgade og Øster Voldgade grundet færdselsuheld. Tidshorisont ukendt! #politidk,0,1,3,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539376201820024832/,Kbh,False
5217,539297667743219712,2014-11-30,05:59:18,GMT,441701613,KobenhavnPoliti,"Det Kriminalpræventive Råd og TrygFonden har udviklet gratis online service,som hjælper med at forebygge indbrud på  http://www.xn--nabohjlp-o0a.dknabohjælp.dk ",0,2,8,,[],https://twitter.com/KobenhavnPoliti/status/539297667743219712/,Kbh,False
5218,539290359990607873,2014-11-30,05:30:16,GMT,441701613,KobenhavnPoliti,Efter kraftig røgudvikling fra elskab på Nørreport har vejene været spærret i området. Afspærringerne ophæves nu og færdslen kører normalt.,0,1,1,,[],https://twitter.com/KobenhavnPoliti/status/539290359990607873/,Kbh,False
5219,539281490111385600,2014-11-30,04:55:01,GMT,441701613,KobenhavnPoliti,Røgalarm kan redde liv. Julegave ide'. Lige nu knokler vi med at holde liv i en beboer som ikke havde en røgalarm. Tjek din bolig #politidk,0,1,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539281490111385600/,Kbh,False
5220,539273719164989440,2014-11-30,04:24:08,GMT,441701613,KobenhavnPoliti,En turist hygger sig i byen hvilket bemærkes af et par kedelige typer som overfalder og røver ham.  2 røvere blev anholdt. #politidk,1,2,8,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539273719164989440/,Kbh,False
5221,539269611892768768,2014-11-30,04:07:49,GMT,441701613,KobenhavnPoliti,Du og dine naboer kan hjælpe hinanden med at forhindre indbrud ved at holde øje og tænde lys. Stop indbrud - start snakken. #politidk,0,5,9,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539269611892768768/,Kbh,False
5222,539237483645796353,2014-11-30,02:00:09,GMT,441701613,KobenhavnPoliti,En biltyv stjal en bil i Sydhavnen og kørte som en sindsyg mod Amager. Tyveknægten valgte forkert bil og kunne ikke køre fra os. #politidk,2,7,25,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539237483645796353/,Kbh,False
5223,539232922470207489,2014-11-30,01:42:01,GMT,441701613,KobenhavnPoliti,December og for første gang i denne vinter er lastbiler fra kommunen kørt ud at salte veje og cykelstier. Husk hue og vanter #politidk,2,3,10,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539232922470207489/,Kbh,False
5224,539102834776895489,2014-11-30,17:05:06,GMT,441701613,KobenhavnPoliti,Plejehjemsbeboer har lige via 114 ønsket os alle god jul. Plejer at komme forbi men kunne ikke i år. Meget sødt og venligt.#politidk,0,17,61,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539102834776895489/,Kbh,False
5225,539042530722328576,2014-11-30,13:05:28,GMT,441701613,KobenhavnPoliti,"#2 ca 185 cm, spinkel af bygning, sort dunjakke m/hætte, grønne bukser og hvide kondisko. Har du set noget sidder vi klar på 114. #politidk",0,5,2,,"['#2', '#politidk']",https://twitter.com/KobenhavnPoliti/status/539042530722328576/,Kbh,False
5226,539042101334659072,2014-11-30,13:03:46,GMT,441701613,KobenhavnPoliti,"#1 I haveforeningen Maglebylund, Dragør er melding om person der lusker rundt og tager i dørene. Han beskrives som : Dansk mand, 40 år",0,7,2,,['#1'],https://twitter.com/KobenhavnPoliti/status/539042101334659072/,Kbh,False
5227,539016305266147328,2014-11-30,11:21:16,GMT,441701613,KobenhavnPoliti,Heldigvis ingen brand på Kong Georgs Vej - blot røglugt. Politi og brandvæsen kører fra stedet igen. #politidk,0,1,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539016305266147328/,Kbh,False
5229,539011474019323904,2014-11-30,11:02:04,GMT,441701613,KobenhavnPoliti,"Politi og brandvæsen på vej til Kong Georgs Vej, hvor der meldes om røg fra affaldsskakt. #politidk",0,1,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/539011474019323904/,Kbh,False
5231,538939603898892290,2014-11-29,06:16:29,GMT,441701613,KobenhavnPoliti,"FDF Tambourkorps går fra Vanløse kirke til Vanløse Torv, hvor de spiller og derefter returnerer til kirken.Vis hensyn i trafikken!#politidk",0,6,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538939603898892290/,Kbh,False
5232,538924778258976770,2014-11-29,05:17:34,GMT,441701613,KobenhavnPoliti,"På trods af kulden har der været flere slagsmål i løbet af natten, spritbilister, røveri og dansetyve. Husk juletræet tændes i dag #politidk",2,4,10,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538924778258976770/,Kbh,False
5234,538891553587359745,2014-11-29,03:05:33,GMT,441701613,KobenhavnPoliti,Mand gik i sin beruselse ind i forkert hus i Hellerup. Der havde man en STOR hund.... Skål2!! #politidk,5,34,59,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538891553587359745/,Kbh,False
5235,538882937572577282,2014-11-29,02:31:18,GMT,441701613,KobenhavnPoliti,"2 venner slås for sjov med en paraply. Paraplyen ender med at sidde fast i den enes arm. En for alle, alle for én! Skål!! #politidk",3,28,65,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538882937572577282/,Kbh,False
5237,538593143097409536,2014-11-28,07:19:46,GMT,441701613,KobenhavnPoliti,Efterdønninger fra nattens julefrokoster ved de københavnske beværtninger. Fortsat travlhed for politiet. Kom godt hjem! #politidk,1,2,12,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538593143097409536/,Kbh,False
5238,538553538390261760,2014-11-28,04:42:24,GMT,441701613,KobenhavnPoliti,"En nat med julefrokostbranderter, vold, hærværk, spritkørsel, husspektakler, gaderøveri. Jo, det har været en travl nat.",1,2,12,,[],https://twitter.com/KobenhavnPoliti/status/538553538390261760/,Kbh,False
5239,538552718185746432,2014-11-28,04:39:08,GMT,441701613,KobenhavnPoliti,Hjælp - Hvor er jeg henne! På døren står der nødudgang Dør 3 og døren er låst. Dialog med vores operatør lykkedes det få ham ud #politidk,0,0,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538552718185746432/,Kbh,False
5240,538538479769387008,2014-11-28,03:42:33,GMT,441701613,KobenhavnPoliti,Ung mand skal forklare dommeren hvorfor han i 5 tilfælde med kniv har truet personer til hæveautomat uden dog at få udbytte. #politidk,1,0,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538538479769387008/,Kbh,False
5241,538525676035653632,2014-11-28,02:51:41,GMT,441701613,KobenhavnPoliti,Julefrokoster i byen har gjort at vi kører fra opgave til opgave og må prioritere kraftigt. Hjælp hinanden hjem i god ro og orden #politidk,0,1,4,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538525676035653632/,Kbh,False
5242,538477560846622720,2014-11-28,23:40:29,GMT,441701613,KobenhavnPoliti,Tyveri af diesel fra lastbil ved Aflandshage. Vi leder med hunde efter 2 som ikke ønsker at betale egen transport. #politidk,0,0,6,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538477560846622720/,Kbh,False
5243,538360546677235712,2014-11-28,15:55:31,GMT,441701613,KobenhavnPoliti,Endnu en opfølgning på færdselsuheld i Brønshøj fredag morgen: bilisten er varetægtsfængslet til 16. december #politidk,1,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538360546677235712/,Kbh,False
5244,538321456867078144,2014-11-28,13:20:11,GMT,441701613,KobenhavnPoliti,Endnu et færdselsuheld - denne gang Scandiagade/Sydhavnsgade. Skaber kødannelse. Vis hensyn. #politidk,0,0,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538321456867078144/,Kbh,False
5245,538306072558456832,2014-11-28,12:19:03,GMT,441701613,KobenhavnPoliti,Opfølgning færdselsuheld Brønshøj kl. 0751. Føreren af køretøjet fremstilles d.d. i Frederiksberg Ret.,1,0,2,,[],https://twitter.com/KobenhavnPoliti/status/538306072558456832/,Kbh,False
5246,538256064782012416,2014-11-28,09:00:20,GMT,441701613,KobenhavnPoliti,"Politi, brandvæsen og ambulance på vej til Enghavevej/P.Knudsensgade til færdselsuheld med flere biler involverede - flere fastklemte.",0,0,1,,[],https://twitter.com/KobenhavnPoliti/status/538256064782012416/,Kbh,False
5247,538238134216310784,2014-11-27,07:49:05,GMT,441701613,KobenhavnPoliti,Spirituspåvirket bilist har påkørt fodgænger i Brønshøj. Fodgænger køres i ambulance til Rigshospitalet. Bilisten er anholdt. #politidk,2,1,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538238134216310784/,Kbh,False
5248,538187504588173312,2014-11-27,04:27:54,GMT,441701613,KobenhavnPoliti,"En biltyveknægt blev stoppet i sit forehavende. Han må nu forklare, hvorfor han midt om natten, roder rundt i en fremmed mands bil #politidk",1,1,12,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538187504588173312/,Kbh,False
5249,538159155983695872,2014-11-27,02:35:15,GMT,441701613,KobenhavnPoliti,En hundepatrulje har anholdt 5 personer på Kultorvet hvor de kort forinden havde overfaldet 2 sagesløse. De er på vej i enerum. #politidk,0,4,18,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/538159155983695872/,Kbh,False
5251,537739508490326016,2014-11-26,22:47:44,GMT,441701613,KobenhavnPoliti,"Efter røveri mod Rema 1000, Finsen 17, Frb. Begået onsdag kl. 2100 efterlyses vidner der har set 2 unge mænd løbe fra stedet -@114 #politidk",0,1,1,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/537739508490326016/,Kbh,False
5252,537682535028125699,2014-11-26,19:01:20,GMT,441701613,KobenhavnPoliti,Hærværksvandaler har været på spil omkring A.C.Meyers Vænge hvor flere biler har mistet en rude eller to. Vidner søges - Ring 114 #politidk,2,1,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/537682535028125699/,Kbh,False
5253,537671681712857088,2014-11-26,18:18:13,GMT,441701613,KobenhavnPoliti,"Vi er på plads med hastighedskontroller i byen - andre kalder dem ""landevejsrøvere"". Kør efter reglerne så går det ikke helt galt #politidk",3,5,11,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/537671681712857088/,Kbh,False
5254,537648126388346880,2014-11-26,16:44:37,GMT,441701613,KobenhavnPoliti,Kongelundsvejen er igen åben efter oprydning fra et færdselsuheld. Kør forsigtigt - kør bil når du kører bil. #politidk,0,0,5,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/537648126388346880/,Kbh,False
5255,537508752485007362,2014-11-25,07:30:47,GMT,441701613,KobenhavnPoliti,Den 11-årige dreng er fundet i god behold. Er nu hos sin familie.,0,7,10,,[],https://twitter.com/KobenhavnPoliti/status/537508752485007362/,Kbh,False
5256,537417595511902208,2014-11-25,01:28:34,GMT,441701613,KobenhavnPoliti,"11 årig dreng savnes. Han er 120 cm høj, alm. alm. af bygning, sort kort hår, små øjne. Hvid fodboldtrøje, evt. mørk jakke.",0,18,2,,[],https://twitter.com/KobenhavnPoliti/status/537417595511902208/,Kbh,False
5258,537209755157426178,2014-11-25,11:42:41,GMT,441701613,KobenhavnPoliti,"Der snydes og svindles stadig med lejligheder i KBH. Pt. tilbyder engelsk-skrivende person at udleje ""ikke-eksisterende"" lejligheder #paspå",0,15,6,,['#paspå'],https://twitter.com/KobenhavnPoliti/status/537209755157426178/,Kbh,False
5260,536965371484729344,2014-11-24,19:31:35,GMT,441701613,KobenhavnPoliti,Opfølgning nørrebrogade 216.Brandvæsnet arbejder på stedet 2 timer endnu. Fortsat spærret i begge retninger. Ingen tilskadekomne. #politidk,0,1,2,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/536965371484729344/,Kbh,False
5261,536955705446924288,2014-11-24,18:53:10,GMT,441701613,KobenhavnPoliti,Røg fra bygning. Nørrebrogade spærret i begge retninger omkring nr. 216 mens brandvæsnet arbejder. Intet om varighed. Vis hensyn #politidk,0,2,1,,['#politidk'],https://twitter.com/KobenhavnPoliti/status/536955705446924288/,Kbh,False
5262,536856222235119616,2014-11-24,12:17:52,GMT,441701613,KobenhavnPoliti,"@Danskern Der er kage og rundvisning den 5/12, hvis du har lyst? Ring 72589168",0,0,1,,[],https://twitter.com/KobenhavnPoliti/status/536856222235119616/,Kbh,False
